企业名称,统一社会信用代码,注册日期,企业类型,法人代表,注册资金,经营范围,所在省份,地区,注册地址
广西梧州市华裕航运公司,91450405199271747R,2000-01-01,N/A,N/A,"720.7000(万)","货物运输珠江水系内河省际普通货船运输。",广西,梧州,"广西梧州市长洲区倒水镇"
宾阳县黎塘火车站劳动服务公司来宾经营部,91451300788410725U,2000-01-01,N/A,N/A,"N/A","五金交电、建筑材料（除危险化学品外）销售；货物搬运、装卸（不含高空作业及除危险化学品装卸）服务；露天仓储、保管",广西,来宾,"来宾市合山路1号"
桂林市振林数控有限责任公司,91450305718821932M,2000-01-04,有限责任公司,N/A,"50万人民币","数控、数显机床开发、制造、销售；机电设备维修、改造、来料加工。",广西,桂林,"桂林市七星区空明东路７号"
阳朔县葡萄供销合作社第三化肥农药门市部,91450321MA5KDH642Y,2000-01-04,集体经营单位(非法人),N/A,"N/A","复配农药（经营复配农药主要成分均列入《危险化学品目录",广西,桂林,"阳朔县葡萄镇新街"
广西信达友邦资产土地房地产评估有限公司,91450103715180236M,2000-01-06,N/A,N/A,"200(万元人民币)","资产评估及咨询策划，房地产价格评估，土地评估",广西,南宁,"南宁市青秀区茶花园路８号碧湖大厦１１层"
南宁市顺运汽车运输有限公司,91450100718804075K,2000-01-06,N/A,N/A,"10(万元人民币)","普通货运",广西,南宁,"南宁市大学西路44号广西农业科学院科技服务用房2#楼120号铺面"
北海新中利贸易有限公司,914505007114695425,2000-01-06,N/A,N/A,"1,000(万)","五金交电、矿产品（不含稀有金属）、纺织品、工业淀粉、粮油、农副产品（仅限未经加工的初级农副产品）、畜产品、建筑材料、装饰材料（以上两项不含木材及危险化学品）、轻工产品、化妆品、机械设备的批发、零售；原木（进口材）、锯材（进口材）购销；房屋租赁；边境小额贸易经营；房地产开发经营（凭有效资质证书经营）；自营和代理各类商品和技术的进出口",广西,北海,"北海市北京路57号新中利大厦"
桂林市象山食品批发城物业服务有限公司,91450304718822214T,2000-01-06,N/A,N/A,"16(万元人民币)","物业服务。",广西,桂林,"桂林市银锭路１号"
广西汇业会计师事务所有限责任公司,91451100745101738Q,2000-01-06,N/A,N/A,"200.8000(万元人民币)","审查企业会计报表、企业资本验证、办理企业合并、分立、结算事宜中的审计业务、会计咨询、基建工程预结算、竣工决算、资产评估、办理法律、行政法规规定的其他审计业务。",广西,贺州,"贺州市江北中路200号（经成大厦8楼803室）"
南宁华仙标准件有限责任公司,91450107718803769L,2000-01-06,N/A,N/A,"50(万元人民币)","标准紧固件，非标异型件，五金工具，机械配件，机电产品，橡胶制品，劳保用品，磨具及材料。",广西,南宁,"南宁市龙腾路１号永兴公寓东头数起第三间"
桂林顺达路桥建设有限公司,91450300718822249K,2000-01-06,N/A,N/A,"3,000(万)","公路、桥梁、码头、站场及其附属工程施工业务",广西,桂林,"桂林市七星区桂大路2号"
广西南宁嘉牧饲料有限公司,914501027188043311,2000-01-13,N/A,N/A,"50(万元人民币)","添加剂预混合饲料的生产与销售（具体项目以审批部门批准的为准）、农副土特产品",广西,南宁,"广西区畜牧研究所地域内基地办公楼内房屋13间"
柳州市嘉顿物资有限公司,91450200715132082L,2000-01-13,N/A,N/A,"500(万)","金属材料（不含贵稀金属及钨、锡、锑）、建筑材料、矿产品、机械设备、五金交电、电子产品、汽车配件、化工产品",广西,柳州,"柳州市红碑路６号红卫市场北区二楼７号"
广西客家工程设计有限公司,91450922723064972F,2000-01-13,N/A,N/A,"200(万)","建筑行业（建筑工程）丙级；市政行业",广西,玉林,"广西陆川县温泉镇温泉中路65号"
南宁鸣发工程建设咨询有限责任公司,9145010570879503XA,2000-01-13,N/A,N/A,"300(万)","房屋建筑工程监理甲级、市政公用工程监理甲级",广西,南宁,"南宁市星光大道7-1号泰富大厦第10层10B-6、10B-8室"
桂林杉湖大酒店有限责任公司,914503007188232412,2000-01-13,N/A,N/A,"755.5741(万元人民币)","住宿，水洗干洗，停车场；代订车船票，复印、打字、电话传真；房产租赁；会议会展服务；餐饮服务。",广西,桂林,"桂林市中山中路２４号"
广西桂平广德利食品有限公司,91450881MA5KA9KT8P,2000-01-13,N/A,N/A,"81.4000(万)","豆制品",广西,贵港,"广西桂平市长安工业园"
阳朔县顺达车船服务有限责任公司,91450321718851218T,2000-01-13,N/A,N/A,"50(万元人民币)","班车客运",广西,桂林,"阳朔县阳朔镇抗战路１号"
柳州市金回物资再生利用有限公司利源分公司,91450200715133958E,2000-01-18,N/A,N/A,"N/A","废旧物资，废旧金属回收，地磅服务",广西,柳州,"柳州市燎原路10号柳钢矿业白云分公司锻钎房"
南宁得实科技有限公司,91450100718804761X,2000-01-18,N/A,N/A,"501(万元人民币)","计算机软件开发及技术服务；计算机、办公设备的销售及维修、技术服务；计算机网络产品的销售及网络综合布线；通讯器材（除国家专控外）、五金交电（除助力自行车）、智能化产品（除国家专控外）、仪器仪表的销售及售后服务；电子工程；销售：办公耗材、劳保用品、安全防护设备（除国家有专项规定外）；建筑智能化工程专业承包",广西,南宁,"南宁市竹溪大道43号竹溪苑.壹品城B-3-1商铺"
柳州市金回物资再生利用有限公司文明分公司,91450200715134037D,2000-01-18,N/A,N/A,"N/A","废旧物资、废旧金属回收；地磅服务；接收产权单位委托办理场地租赁服务。",广西,柳州,"柳州市柳北区黄土村磨石岭1队"
广西钦州钦南荣达塑料制品有限公司,91450703715115207J,2000-01-18,N/A,N/A,"100(万)","国内贸易、塑料包装、工业系列产品、塑料制品、塑料原材料、码头建筑、建筑材料、五金、农副产品。",广西,钦州,"钦州市丝绸总厂"
广西康华药业有限责任公司,91450100718805975X,2000-01-18,N/A,N/A,"3,200(万元人民币)","生产、研发、销售：药品、卫生用品（抑菌洗液）（凭许可证在有效期内经营，具体项目以审批部门批准为准）；房屋租赁；房地产开发、销售",广西,南宁,"南宁市科园大道58号"
广西梧州天宇建设监理有限公司,914504007151198491,2000-01-18,N/A,N/A,"100(万)","房屋建筑工程监理（乙级）、市政公用工程监理",广西,梧州,"梧州市新兴一路5-2号"
柳州市郊区农业生产资料公司化肥供应站,91450200715133544A,2000-01-18,N/A,N/A,"N/A","化肥、农模、农具、农用机械、食用菌、瓜子、淀粉、木薯干批发、零售。",广西,柳州,"柳州市广雅路北一巷2号7楼"
柳州市金回物资再生利用有限公司兴和分公司,914502007151339669,2000-01-18,N/A,N/A,"N/A","废旧物资，废旧金属回收，地磅服务。",广西,柳州,"柳州市天山路101号"
