企业名称,统一社会信用代码,注册日期,企业类型,法人代表,注册资金,经营范围,所在省份,地区,注册地址
宜兴市恒耐厨房设备有限公司,91320282674885597G,2008-05-07,N/A,N/A,"105(万元人民币)","厨房用具、家用厨房电器具、食品生产专用设备、通风电器具、环保设备、制冷设备、不锈钢器具、不锈钢设备的制造、销售、维修；日用杂货的销售及维修。（依法须经批准的项目，经相关部门批准后方可开展经营活动）",江苏,无锡,"宜兴市新庄街道工业集中区"
南京文锐广告有限公司,91320104671349473N,2008-05-07,N/A,N/A,"50(万元人民币)","代理、发布、设计、制作、国内各类广告；文化活动策划、展览展示工程服务、企业管理咨询、投资管理咨询。（依法须经批准的项目，经相关部门批准后方可开展经营活动）",江苏,南京,"南京市白下区光华东街1号"
丹阳市万科废旧物资回收有限公司,91321181674888675C,2008-05-08,N/A,N/A,"50(万元人民币)","废旧物资回收、销售。",江苏,镇江,"丹阳市界牌镇红灯工业园"
南京中冶正旺置业有限公司,91320104674900398L,2008-05-08,N/A,N/A,"5,000(万元人民币)","房地产开发；商品房销售；物业管理。",江苏,南京,"南京市秦淮区中华路278号"
上海星巴克咖啡经营有限公司常州新北公园店,91320411675457965G,2008-05-08,N/A,N/A,"0(万元人民币)","餐饮服务及相关配套服务；食品、餐饮器具和设备及相关零配件、礼品袋、餐具、服饰、工艺品（象牙及其制品、文物除外）、建筑装潢材料（钢铁、水泥除外）、玩具、家具、家用电器、电子产品、花卉苗木、自行车及电动自行车（按产品目录经营）、办公用品、日用杂货的批发、零售、进出口、佣金代理（拍卖除外），并提供相关配套服务及仓储服务（危险品除外）；出版物零售；预付卡销售；餐饮器具和设备的租赁；贸易信息咨询（金融信息服务除外），商务信息咨询，会议服务，礼庆活动及市场营销策划。",江苏,常州,"常州市新北区汉江路299号"
兴化市中诚园艺有限公司,9132128167488958XE,2008-05-08,N/A,N/A,"208(万元人民币)","园林绿化施工、设计（凭资质证书经营），绿化工程养护、苗木培育、种植、销售，生物肥料、石材、建材销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）",江苏,泰州,"兴化市缸顾乡东罗村"
南京中欣通用设备有限公司,9132011567134973X2,2008-05-08,N/A,N/A,"50(万元人民币)","通用机械设备、办公设备及耗材、电子设备、五金交电、仪器、仪表、照明器材、化工产品、金属材料、百货、计算机软硬件销售、咨询及系统集成服务。",江苏,南京,"南京市江宁区东山街道武夷花园54幢503室"
中国石化销售有限公司江苏泰州靖江西北环加油站,91321282MA1MBW8D3J,2008-05-08,N/A,N/A,"0(万元人民币)","成品油零售（汽油、柴油）；食品零售（各类预包装食品、冷饮、粮油制品）；卷烟零售。润滑油（脂）、日用百货、办公用品、汽车配件、计生用品、燃油清净剂零售；代办电信业务；汽车清洗服务。",江苏,泰州,"靖江市靖城城西10队"
丰县盛全果蔬专业合作社,320321NA000117X,2008-05-08,N/A,N/A,"200(万元人民币)","蔬菜、水果种植销售。",江苏,徐州,"丰县顺河镇边庙村"
东台市鹏程不锈钢制品厂,913209816783225994,2008-05-08,个人独资企业,N/A,"30万人民币","不锈钢制品加工（工艺流程中不得含酸洗工序）、销售。",江苏,盐城,"东台市溱东镇罗青路"
中国石化销售有限公司江苏泰州靖江江平加油站,91321282MA1MBUUW3N,2008-05-08,N/A,N/A,"0(万元人民币)","成品油零售（汽油、柴油、煤油）；食品零售（各类预包装食品、冷饮、粮油制品）；卷烟零售。润滑油（脂）、日用百货、办公用品、汽车配件、计生用品、燃油清净剂零售；代办电信业务；汽车清洗服务。",江苏,泰州,"靖江市靖城五里桥"
仪征市如意化纤原料加工厂,92321081MA1TB8BW96,2008-05-08,个体工商户,N/A,"6万人民币","土工布、土工膜、聚乙烯制品、聚丙烯制品销售；化纤原料及废料加工。(依法须经批准的项目，经相关部门批准后方可开展经营活动)",江苏,扬州,"仪征市园艺试验场内"
兴化市昭阳自来水服务有限公司,913212816748848183,2008-05-08,N/A,N/A,"3(万元人民币)","水暖器材销售，水费代收服务。",江苏,泰州,"兴化市昭阳镇北山村"
中国人寿财产保险股份有限公司响水县支公司,91320921674887736R,2008-05-08,N/A,N/A,"0(万元人民币)","财产损失保险、责任保险、信用保险和保证保险；短期健康保险和意外伤害保险；经保监会批准的其他业务。",江苏,盐城,"响水县城黄海路西侧兽医总站南侧"
