企业名称,统一社会信用代码,注册日期,企业类型,法人代表,注册资金,经营范围,所在省份,地区,注册地址
乐清市正通电器有限公司,913303821454951120,1990-01-01,N/A,倪建钿,"88(万)","配电开关控制设备、电器及配件、塑料件、胶木件 、冲压件、电涌保护器、防雷器生产、加工、销售。",浙江,温州,"乐清市北白象镇电子工业区(白塔王)"
台州市黄岩新迪普塑料厂,913310037200249328,1990-01-01,股份合作制,徐礼明,"150万人民币","生产性厂房出租。",浙江,台州,"台州市黄岩城关镇西城后洋"
乐清市春风电子有限公司,91330382145492763L,1990-01-01,N/A,倪孟春,"118(万元人民币)","电子设备低频连接器、塑料零件、五金冲件、汽车配件、制造、加工、销售。",浙江,温州,"乐清市淡溪镇工业区"
台州市黄岩城南彩印厂,9133100314819215XC,1990-01-01,股份合作制,任永志,"150万人民币","包装纸印刷",浙江,台州,"台州市黄岩南城工业区"
台州市黄岩宁溪供销社有限公司,913310031481487494,1990-01-01,有限责任公司,陈萌,"98万人民币","农业生产资料（不含危险化学品）、针纺织品、鞋类、日用杂品、玻璃、化工原料（不含危险化学品及易制毒化学品）、五金交电经销；农副产品（国家限制商品除外）代购、代销，建筑材料、生铁、钢材、液化气钢瓶",浙江,台州,"台州市黄岩区宁溪镇横街居宁丰路3号"
台州市文笔峰食品有限公司,91331003148130100G,1990-01-01,N/A,任海奇,"8.8000(万元人民币)","黄酒酿造；酱油（酿造酱油）酿造；食醋",浙江,台州,"浙江省台州市黄岩区头陀镇白湖塘村"
乐清市城东低压电器厂,91330382MA297Q3233,1990-01-01,N/A,郑建敏,"13.3000(万元人民币)","离心开关 * * *",浙江,温州,"乐清市乐成镇百岱汇阳光路108号"
乐清市白象商业购销公司,91330382MA297Q307D,1990-01-01,N/A,陈成桃,"50.4000(万元人民币)","烟糖酒 副食品 五交化 百货 日用品 摩托车 * * *",浙江,温州,"乐清市白象镇交通中路28号"
台州市黄岩城关华星塑料模具厂,91331003148206734Q,1990-01-01,股份合作制,池冬星,"7.5万人民币","场地出租。",浙江,台州,"台州市黄岩城关东城开发区元同路30号"
中国农业银行股份有限公司建德寿昌支行,91330182720076601C,1990-01-01,N/A,陈利宏,"N/A","经营中国银行业监督管理委员会依照有关法律、行政法规和其他规定批准的业务，经营范围以批准文件所列的为准。",浙江,杭州,"建德市寿昌镇东昌北路1号、中山路22号"
台州市黄岩区电影公司,913310031481333367,1990-01-01,N/A,戴开富,"236(万元人民币)","电影片发行。",浙江,台州,"台州市黄岩司厅巷27号"
台州市黄岩区食品机械厂,91331003716187974C,1990-01-01,集体企业,陈斌,"5.7万人民币","一般经营项目：生产性厂房出租。",浙江,台州,"台州市黄岩城关大桥路192号"
乐清市长虹电视器材厂,91330382145516243P,1990-01-01,股份合作制,陈祥华,"50万人民币","电子元器件、电讯、通讯元器件、电脑、网络工程、硬件软件。",浙江,温州,"乐清市乐成镇晨沐路272号"
浙江化达电器有限公司,913303032544920761,1990-01-02,N/A,张德权,"508(万元人民币)","制造、销售：墙壁开关、插座；货物进出口，技术进出口。",浙江,温州,"温州市龙湾区永兴工业区"
嵊州市北郊塑料厂,91330683X09599494B,1990-01-02,个人独资企业,吴树潮,"N/A","塑料管、薄膜、塑料制品加工。",浙江,绍兴,"嵊州市剡湖街道百道岭1号"
浙江华鹰共创有限公司,9133090270464770XA,1990-01-02,有限责任公司,傅国定,"12673万人民币","机械设备、机器人、建筑材料、塑料制品、纸制品、纺织品、服装制造、销售；海洋能装备产品及海洋工程机械的研发、制造、检测、安装与维护；新能源电动汽车及核心部件、配件的研发和制造；金属材料、五金产品、化工产品",浙江,舟山,"舟山市定海小沙街道庙桥社区"
嵊州市竹溪工艺制品厂,91330683751161665A,1990-01-02,个人独资企业,钱愉林,"N/A","加工、生产、销售：竹木制品、藤器、竹炭",浙江,绍兴,"嵊州市竹溪乡竹溪村"
余姚市宏丰汽车修理厂,913302817421518601,1990-01-02,集体企业,陆森睦,"30万人民币","机动车维修：二类机动车维修",浙江,宁波,"余姚市陆埠镇十五岙村"
嵊州市三界机械配件厂,91330683704522464N,1990-01-02,个人独资企业,吴国祥,"N/A","生产、销售：链轮、齿轮、机械零配件。",浙江,绍兴,"三界镇工业园区"
温州市瓯海瞿溪煤制品厂,91330304845293204P,1990-01-04,股份合作企业经营单位(非法人),廖金连,"N/A","自有厂房出租。",浙江,温州,"温州市瓯海瞿溪瞿雄公路"
杭州三叶蔬菜种苗公司,91330100143085865L,1990-01-04,N/A,柴伟国,"100(万元人民币)","批发、零售：农作物种子",浙江,杭州,"江干区石桥路139号东楼101室"
温州市瓯海梧田三林塑料机械厂,92330304MA2BT2RG72,1990-01-05,个体工商户,俞志林,"N/A","塑料机械制造、加工",浙江,温州,"温州市瓯海梧田街道梧埏街360号"
杭州市土特产总公司茶叶公司,91330100143106208H,1990-01-05,N/A,方树堂,"N/A","批发、零售：预包装食品。批发、零售：茶具，茶叶包装材料，百货，日用杂品；含下属分支机构的经营范围。",浙江,杭州,"上城区解放路201号"
杭州钢铁集团公司东山大酒店,91330100843067721W,1990-01-06,N/A,沈文洲,"N/A","住宿；餐饮服务；预包装食品、卷烟、雪茄烟、百货的零售。",浙江,杭州,"拱墅区半山路182号"
慈溪市万利达鞋业有限公司,91330282144715080R,1990-01-06,N/A,岑立杰,"500(万元人民币)","鞋、针织品、橡塑制品、POY 涤纶丝制造、加工；自营和代理货物和技术的进出口，但国家限定经营或禁止进出口的货物和技术除外。",浙江,宁波,"慈溪市逍林镇福合院村"
平阳县机械工具厂,9133032614571416X8,1990-01-06,股份合作制,李庆新,"36.8万人民币","钳、机械设备制造、加工。",浙江,温州,"平阳县鳌江镇新河北路"
安吉县龙升竹木制品厂,92330523MA2F6DCD5Q,1990-01-07,个体工商户,梁和龙,"N/A","渔具用品 竹制品 加工 销售（除竹拉丝 竹染色 竹漂白）",浙江,湖州,"浙江省湖州市安吉县梅溪镇梁家塘"
温州市华东冶金元件有限公司,91330304145104329E,1990-01-08,N/A,陈涛,"1,100(万元人民币)","生产、销售温度传感器、工业热电偶（铁水、钢水、不锈钢液快速取样探头）、钢液多功能复合探头、碳钢转炉副枪复合探头、各种测枪及转炉副枪接插件、磨光机、二次仪表",浙江,温州,"温州市瓯海区茶山街道维新路20号"
苍南县东海柴油供应公司,913303271457778065,1990-01-08,N/A,苏中钏,"50(万元人民币)","柴油(在成品油零售经营批准证书有效期内经营)**",浙江,温州,"苍南县炎亭镇银河路36号"
玉环县信阳机械有限公司,91331021745836187F,1990-01-09,有限责任公司,刘海燕,"50万人民币","纺织机配件、汽车配件、塑料制品制造。",浙江,台州,"玉环市城关下陡门"
温州市三浃新新鞋厂,913303041453255510,1990-01-10,股份合作制,陈兴杰,"3万人民币","许可经营项目：无?一般经营项目：制造、加工注塑鞋。",浙江,温州,"温州市瓯海新桥国鼎路73号"
杭州市西湖区转塘供销合作社龙坞综合商店,91330106749475008W,1990-01-10,股份合作制分支机构,章根荣,"N/A","预包装食品兼散装食品，乳制品（不含婴幼儿配方乳粉）、卷烟，雪茄烟",浙江,杭州,"杭州市转塘街道葛衙庄115号"
新昌县东茗供销合作社批发部,91330624MA29D8TD28,1990-01-11,N/A,王章云,"N/A","经营：日用百货、针纺织品、日用化学品、玻璃制品、胶塑制品、玩具、鞋、帽、文教用品、日用杂品、副食品、其它食品",浙江,绍兴,"新昌县东茗乡茗溪"
慈溪市隆升塑胶制品厂,92330282MA2AEHPH0Q,1990-01-11,个体工商户,周坚锋,"N/A","一般经营项目：塑胶制品、五金配件加工、制造。",浙江,宁波,"慈溪市长河镇长丰村杜家路"
中国建设银行股份有限公司桐庐富春江支行,913301227494884666,1990-01-11,N/A,吴剑,"N/A","经营中国银行业监督管理委员会依照有关法律、行政法规和其他规定批准的业务，经营范围以批准文件所列的为准；机动车辆保险、家庭财产保险、健康保险、企业财产保险、人寿保险、意外伤害保险、与贷款标的物相关的财产保险",浙江,杭州,"桐庐县富春江镇七里垅大街216号"
浙江黄岩长鑫塑料厂,9133100314818781XC,1990-01-11,股份合作制,金国僖,"160万人民币","塑料制品",浙江,台州,"台州市黄岩高桥乡高桥街"
杭州后秀饲料有限公司,913301101438033298,1990-01-11,N/A,周献平,"300(万元人民币)","生产：添加剂预混合饲料（《生产许可证》有效期至2015年6月12日），饲料添加剂（矿物元素（Ⅱ）：硫酸镁、硫酸铜、氯化钴、亚硒酸钠、碘酸钙，《生产许可证》有效期至2015年6月12日），禽畜配合饲料",浙江,杭州,"浙江省余杭区瓶窑镇何家埠"
中国建设银行股份有限公司桐庐分水支行,91330122586515991U,1990-01-11,N/A,徐亮,"N/A","经营中国银行业监督管理委员会依照有关法律、行政法规和其他规定批准的业务，经营范围以批准文件所列的为准；机动车辆保险、家庭财产保险、健康保险、企业财产保险、人寿保险、意外伤害保险、与贷款标的物相关的财产保险。",浙江,杭州,"桐庐县分水镇东门路354-360号"
中国银行股份有限公司温州兴文里支行,913303007302940983,1990-01-12,N/A,叶隆,"N/A","经营金融业务",浙江,温州,"温州市县前头54号"
浙江省粮油食品进出口股份有限公司宁波分公司,9133020114405098X5,1990-01-12,N/A,张健,"N/A","为公司代办有关业务；普通货物仓储；自营和代理商品及技术的进出口，但国家限定经营或禁止进出口的商品及技术除外。",浙江,宁波,"宁波保税区商务大厦811室"
中国建设银行股份有限公司永康新东城支行,91330784796452773W,1990-01-15,N/A,金爱赟,"N/A","经营中国银行业监督管理委员会依照有关法律、行政法规和其他规定批准的业务，经营范围以批准文件所列的为准",浙江,金华,"浙江省金华市永康市东城金城路31号、33号、35号、37号"
杭州市西湖区转塘供销合作社新药部,913301067494838412,1990-01-15,股份合作制分支机构,冯珺,"N/A","处方药与非处方药；中药材，中药饮片，中成药，化学药制剂，抗生素制剂，生化药品，生物制品；预包装食品（不含冷藏冷冻食品）销售；特殊食品（保健食品）销售；零售：第二类医疗器械，计生用品，日用百货,一类器械，化妆品",浙江,杭州,"浙江省杭州市西湖区转塘街道转塘直街28号3幢一层-11"
中国建设银行股份有限公司永康支行,913307847125244514,1990-01-15,N/A,N/A,"N/A","N/A",浙江,金华,"浙江省永康市丽州中路63号"
中国建设银行股份有限公司永康东方支行,91330784796453143Y,1990-01-15,N/A,王君,"N/A","经营中国银行业监督管理委员会依照有关法律、行政法规和其他规定批准的业务，经营范围以批准文件所列的为准",浙江,金华,"浙江省金华市永康市东城城东路562、566、568、570号第一层"
交通银行股份有限公司绍兴文锦支行,91330602845880732M,1990-01-15,N/A,陆韶劲,"N/A","吸收公众存款，发放短期、中期和长期贷款，办理票据承兑和贴现，办理国内外结算，代理发行、代理兑付政府债券，从事银行卡业务，代理收付款项及代理保险业务，经营总行在中国银行业监督管理委员会批准的业务范围内授权的其他业务。",浙江,绍兴,"浙江省绍兴市环城西路492号2楼、494-496号"
浙江永康恒丰电器制造公司,91330784147458235M,1990-01-15,有限责任公司,应国兴,"1756万人民币","电动工具、家用电器、机电产品（不含汽车、摩托车及发动机）、园林机械、塑料制品，电子产品（不含计量器具、安全技术防范产品、地面卫星接收设备、无线电发射设备），电动自行车制造、加工、销售；货物及技术进出口业务",浙江,金华,"浙江省永康市江南街道恒丰路166号"
温岭市食品总公司温西分公司,91331081148283924A,1990-01-16,N/A,王浩威,"N/A","禽畜肉销售。",浙江,台州,"温岭市温峤镇丹凤路3号"
慈溪市城西农机配件厂,913302821447168760,1990-01-16,股份合作制,史习成,"30万人民币","农机配件、汽车配件、塑料制品制造。",浙江,宁波,"浙江省慈溪市宗汉街道新塘村"
余姚市远东轻工机械厂,9133028171333481X1,1990-01-17,股份合作制,陈金美,"30万人民币","烟机配件，五金配件，冲件，塑料配件的制造、加工＃",浙江,宁波,"浙江省余姚市梨洲街道古路头村"
嘉兴市群联铝制品厂,91330402146542881H,1990-01-17,股份合作制,郭建根,"30万人民币","铝瓶、纸箱制造、加工（不含印刷）",浙江,嘉兴,"浙江省嘉兴市南湖区大桥镇倪家浜村"
